price,rooms,year built,kr/m2,m2,datetime,postal_code,Loan interest rate,Inflation,Salary,GDP,category
940000.0,1.0,1972.0,21364.0,44.0,2019-01-09,2650.0,0.1,0.3,104.9,511.8,18
2210000.0,2.0,1903.0,36833.0,60.0,2019-01-09,2200.0,0.1,0.3,104.9,511.8,27
1525000.0,2.0,1940.0,29902.0,51.0,2019-01-09,2820.0,0.1,0.3,104.9,511.8,11
950000.0,1.0,1958.0,26389.0,36.0,2019-01-09,2860.0,0.1,0.3,104.9,511.8,43
1000500.0,1.0,1967.0,22233.0,45.0,2019-01-09,2610.0,0.1,0.3,104.9,511.8,38
1850000.0,1.0,1972.0,28906.0,64.0,2019-01-09,2100.0,0.1,0.3,104.9,511.8,32
3745000.0,3.0,1910.0,48636.0,77.0,2019-01-09,2300.0,0.1,0.3,104.9,511.8,29
3545000.0,2.0,1904.0,55391.0,64.0,2019-01-09,1902.0,0.1,0.3,104.9,511.8,10
1595000.0,2.0,1973.0,29537.0,54.0,2019-01-09,2850.0,0.1,0.3,104.9,511.8,36
5450000.0,3.0,1978.0,61236.0,89.0,2019-01-09,2920.0,0.1,0.3,104.9,511.8,6
3850000.0,3.0,2002.0,50658.0,76.0,2019-01-09,2100.0,0.1,0.3,104.9,511.8,32
2300000.0,2.0,1902.0,43396.0,53.0,2019-01-09,2200.0,0.1,0.3,104.9,511.8,27
1845000.0,1.0,1975.0,30246.0,61.0,2019-01-09,2200.0,0.1,0.3,104.9,511.8,27
3433000.0,4.0,2020.0,27911.0,123.0,2019-01-09,2600.0,0.1,0.3,104.9,511.8,12
3695000.0,3.0,2017.0,27992.0,132.0,2019-01-09,2665.0,0.1,0.3,104.9,511.8,47
4675000.0,4.0,2017.0,37103.0,126.0,2019-01-09,2300.0,0.1,0.3,104.9,511.8,29
1525000.0,1.0,1975.0,33152.0,46.0,2019-01-09,2200.0,0.1,0.3,104.9,511.8,27
1250000.0,2.0,1938.0,27174.0,46.0,2019-01-08,2880.0,0.1,0.3,104.9,511.8,1
1095000.0,1.0,1972.0,26707.0,41.0,2019-01-08,2800.0,0.1,0.3,104.9,511.8,25
3895000.0,3.0,1979.0,45291.0,86.0,2019-01-08,2000.0,0.1,0.3,104.9,511.8,9
2840000.0,2.0,1941.0,43030.0,66.0,2019-01-08,2000.0,0.1,0.3,104.9,511.8,9
2900000.0,4.0,1968.0,30851.0,94.0,2019-01-08,2800.0,0.1,0.3,104.9,511.8,25
1695000.0,2.0,1907.0,36064.0,47.0,2019-01-08,2300.0,0.1,0.3,104.9,511.8,29
2200000.0,4.0,1940.0,26829.0,82.0,2019-01-08,2830.0,0.1,0.3,104.9,511.8,50
4000000.0,3.0,1901.0,48193.0,83.0,2019-01-08,1964.0,0.1,0.3,104.9,511.8,10
3150000.0,3.0,2005.0,27391.0,115.0,2019-01-08,2300.0,0.1,0.3,104.9,511.8,29
2495000.0,3.0,1940.0,40902.0,61.0,2019-01-08,2300.0,0.1,0.3,104.9,511.8,29
2380000.0,2.0,1932.0,37778.0,63.0,2019-01-08,2900.0,0.1,0.3,104.9,511.8,15
774500.0,2.0,1932.0,14613.0,53.0,2019-01-08,2500.0,0.1,0.3,104.9,511.8,45
1495000.0,2.0,1940.0,27685.0,54.0,2019-01-08,2500.0,0.1,0.3,104.9,511.8,45
3100000.0,4.0,1969.0,31313.0,99.0,2019-01-08,2800.0,0.1,0.3,104.9,511.8,25
1675000.0,2.0,1939.0,27459.0,61.0,2019-01-08,2830.0,0.1,0.3,104.9,511.8,50
1615000.0,2.0,1964.0,27373.0,59.0,2019-01-08,2860.0,0.1,0.3,104.9,511.8,43
3750000.0,3.0,2007.0,46875.0,80.0,2019-01-08,2100.0,0.1,0.3,104.9,511.8,32
4850000.0,4.0,1970.0,44495.0,109.0,2019-01-08,1810.0,0.1,0.3,104.9,511.8,10
8195000.0,4.0,1962.0,51219.0,160.0,2019-01-08,2300.0,0.1,0.3,104.9,511.8,29
3375000.0,3.0,2007.0,36685.0,92.0,2019-01-08,2300.0,0.1,0.3,104.9,511.8,29
1660000.0,2.0,1901.0,30741.0,54.0,2019-01-07,1428.0,0.1,0.3,104.9,511.8,26
4300000.0,3.0,1970.0,38739.0,111.0,2019-01-07,2100.0,0.1,0.3,104.9,511.8,32
3100000.0,2.0,1997.0,40260.0,77.0,2019-01-07,2100.0,0.1,0.3,104.9,511.8,32
2800000.0,2.0,1907.0,45902.0,61.0,2019-01-07,2300.0,0.1,0.3,104.9,511.8,29
1865000.0,2.0,1937.0,32155.0,58.0,2019-01-07,2400.0,0.1,0.3,104.9,511.8,28
3895000.0,3.0,1981.0,40573.0,96.0,2019-01-07,2960.0,0.1,0.3,104.9,511.8,37
1525000.0,2.0,1948.0,23106.0,66.0,2019-01-07,2850.0,0.1,0.3,104.9,511.8,36
4050000.0,3.0,1884.0,58696.0,69.0,2019-01-07,2200.0,0.1,0.3,104.9,511.8,27
3900000.0,3.0,1992.0,45349.0,86.0,2019-01-07,2820.0,0.1,0.3,104.9,511.8,11
1925000.0,2.0,1897.0,40104.0,48.0,2019-01-07,2000.0,0.1,0.3,104.9,511.8,9
4300000.0,3.0,1902.0,59722.0,72.0,2019-01-07,1427.0,0.1,0.3,104.9,511.8,26
4575000.0,5.0,1969.0,42757.0,107.0,2019-01-07,2000.0,0.1,0.3,104.9,511.8,9
2095000.0,1.0,1922.0,36754.0,57.0,2019-01-07,2000.0,0.1,0.3,104.9,511.8,9
9800000.0,4.0,2007.0,63636.0,154.0,2019-01-07,2900.0,0.1,0.3,104.9,511.8,15
1350000.0,2.0,1939.0,25000.0,54.0,2019-01-07,2770.0,0.1,0.3,104.9,511.8,22
2825000.0,2.0,1956.0,37667.0,75.0,2019-01-06,2840.0,0.1,0.3,104.9,511.8,17
3420000.0,3.0,1900.0,43846.0,78.0,2019-01-06,2000.0,0.1,0.3,104.9,511.8,9
2795000.0,2.0,1902.0,47373.0,59.0,2019-01-06,2300.0,0.1,0.3,104.9,511.8,29
1795000.0,2.0,1973.0,28047.0,64.0,2019-01-06,2840.0,0.1,0.3,104.9,511.8,17
1500000.0,2.0,1953.0,28302.0,53.0,2019-01-06,2870.0,0.1,0.3,104.9,511.8,8
6100000.0,4.0,1870.0,44203.0,138.0,2019-01-06,1911.0,0.1,0.3,104.9,511.8,10
1700000.0,2.0,1969.0,24638.0,69.0,2019-01-06,2970.0,0.1,0.3,104.9,511.8,19
2300000.0,2.0,1905.0,41818.0,55.0,2019-01-06,2100.0,0.1,0.3,104.9,511.8,32
1800000.0,2.0,1931.0,29508.0,61.0,2019-01-06,2500.0,0.1,0.3,104.9,511.8,45
1500000.0,2.0,1933.0,24590.0,61.0,2019-01-06,2700.0,0.1,0.3,104.9,511.8,5
2900000.0,3.0,1980.0,29897.0,97.0,2019-01-06,2860.0,0.1,0.3,104.9,511.8,43
1000000.0,3.0,1947.0,12821.0,78.0,2019-01-06,2650.0,0.1,0.3,104.9,511.8,18
2550000.0,3.0,1938.0,27419.0,93.0,2019-01-06,1425.0,0.1,0.3,104.9,511.8,26
5100000.0,3.0,1864.0,42857.0,119.0,2019-01-06,1700.0,0.1,0.3,104.9,511.8,31
3480000.0,3.0,2010.0,35876.0,97.0,2019-01-06,2300.0,0.1,0.3,104.9,511.8,29
1575000.0,2.0,1939.0,34239.0,46.0,2019-01-05,2450.0,0.1,0.3,104.9,511.8,30
1995000.0,2.0,1902.0,36944.0,54.0,2019-01-05,2300.0,0.1,0.3,104.9,511.8,29
1995000.0,4.0,1964.0,19183.0,104.0,2019-01-05,2625.0,0.1,0.3,104.9,511.8,46
2775000.0,2.0,1916.0,41418.0,67.0,2019-01-05,2100.0,0.1,0.3,104.9,511.8,32
10120000.0,3.0,2001.0,82951.0,122.0,2019-01-05,1402.0,0.1,0.3,104.9,511.8,26
1650000.0,1.0,1974.0,38372.0,43.0,2019-01-05,2100.0,0.1,0.3,104.9,511.8,32
2495000.0,3.0,1902.0,38984.0,64.0,2019-01-05,2300.0,0.1,0.3,104.9,511.8,29
1850000.0,3.0,1986.0,24026.0,77.0,2019-01-05,2680.0,0.1,0.3,104.9,511.8,42
3720000.0,3.0,1892.0,46500.0,80.0,2019-01-04,2200.0,0.1,0.3,104.9,511.8,27
1250000.0,1.0,1973.0,19231.0,65.0,2019-01-03,2750.0,0.1,0.3,104.9,511.8,2
1310000.0,1.0,1970.0,29111.0,45.0,2019-01-03,2300.0,0.1,0.3,104.9,511.8,29
7595000.0,6.0,1907.0,43649.0,174.0,2019-01-03,2100.0,0.1,0.3,104.9,511.8,32
1175000.0,1.0,1966.0,25000.0,47.0,2019-01-03,2880.0,0.1,0.3,104.9,511.8,1
21000000.0,5.0,2017.0,78947.0,266.0,2019-01-03,1401.0,0.1,0.3,104.9,511.8,26
7218271.0,3.0,1956.0,76790.0,94.0,2019-01-03,2720.0,0.1,0.3,104.9,511.8,48
2020000.0,1.0,1970.0,39608.0,51.0,2019-01-03,1817.0,0.1,0.3,104.9,511.8,10
3295000.0,3.0,1972.0,33622.0,98.0,2019-01-02,2100.0,0.1,0.3,104.9,511.8,32
1950000.0,2.0,1934.0,36111.0,54.0,2019-01-02,2500.0,0.1,0.3,104.9,511.8,45
1892000.0,2.0,1885.0,41130.0,46.0,2019-01-02,2100.0,0.1,0.3,104.9,511.8,32
1630000.0,1.0,1965.0,37045.0,44.0,2019-01-02,2100.0,0.1,0.3,104.9,511.8,32
2200000.0,2.0,1986.0,28947.0,76.0,2019-01-02,2970.0,0.1,0.3,104.9,511.8,19
1650000.0,3.0,1966.0,19186.0,86.0,2019-01-02,2665.0,0.1,0.3,104.9,511.8,47
2700000.0,4.0,1969.0,23894.0,113.0,2019-01-02,2970.0,0.1,0.3,104.9,511.8,19
2400000.0,4.0,1953.0,23529.0,102.0,2019-01-02,2850.0,0.1,0.3,104.9,511.8,36
2020000.0,2.0,1907.0,36071.0,56.0,2019-01-02,2400.0,0.1,0.3,104.9,511.8,28
6000000.0,2.0,1775.0,115385.0,52.0,2019-01-02,2791.0,0.1,0.3,104.9,511.8,7
3295000.0,4.0,2017.0,25742.0,128.0,2019-01-02,2665.0,0.1,0.3,104.9,511.8,47
4495000.0,3.0,2017.0,46823.0,96.0,2019-01-02,1799.0,0.1,0.3,104.9,511.8,31
3325000.0,4.0,2007.0,26389.0,126.0,2019-01-02,2760.0,0.1,0.3,104.9,511.8,33
2600000.0,2.0,1938.0,49057.0,53.0,2019-01-01,2100.0,0.1,0.3,104.9,511.8,32
1105000.0,1.0,1975.0,26310.0,42.0,2019-01-01,2610.0,0.1,0.3,104.9,511.8,38
2775000.0,3.0,1938.0,42045.0,66.0,2019-01-01,2720.0,0.1,0.3,104.9,511.8,48
2085000.0,2.0,1936.0,35339.0,59.0,2019-01-01,2450.0,0.1,0.3,104.9,511.8,30
2000000.0,4.0,1964.0,23810.0,84.0,2019-01-01,2610.0,0.1,0.3,104.9,511.8,38
4800000.0,3.0,2005.0,38095.0,126.0,2019-01-01,2300.0,0.1,0.3,104.9,511.8,29
1015000.0,2.0,1974.0,25375.0,40.0,2019-01-01,2635.0,0.1,0.3,104.9,511.8,20
1725000.0,1.0,1901.0,57500.0,30.0,2019-01-01,1428.0,0.1,0.3,104.9,511.8,26
3650000.0,3.0,1962.0,39674.0,92.0,2019-01-01,2000.0,0.1,0.3,104.9,511.8,9
2750000.0,2.0,1939.0,40441.0,68.0,2019-01-01,2000.0,0.1,0.3,104.9,511.8,9
2295000.0,3.0,1974.0,27651.0,83.0,2019-01-01,2400.0,0.1,0.3,104.9,511.8,28
3500000.0,3.0,1972.0,34653.0,101.0,2019-01-01,2000.0,0.1,0.3,104.9,511.8,9
3700100.0,2.0,1821.0,46251.0,80.0,2019-01-01,1157.0,0.1,0.3,104.9,511.8,26
4375000.0,4.0,1902.0,35000.0,125.0,2019-01-01,2200.0,0.1,0.3,104.9,511.8,27
2672500.0,2.0,2007.0,33406.0,80.0,2019-01-01,2300.0,0.1,0.3,104.9,511.8,29
12600000.0,5.0,1810.0,59155.0,213.0,2019-01-01,1112.0,0.1,0.3,104.9,511.8,26
2395000.0,2.0,1940.0,43545.0,55.0,2019-06-30,2300.0,0.1,-0.0,106.5,536.2,29
3200000.0,4.0,1907.0,25197.0,127.0,2019-06-30,1900.0,0.1,-0.0,106.5,536.2,10
5400000.0,7.0,1907.0,21012.0,257.0,2019-06-30,1870.0,0.1,-0.0,106.5,536.2,10
2300000.0,3.0,1935.0,32394.0,71.0,2019-06-30,2300.0,0.1,-0.0,106.5,536.2,29
2050000.0,2.0,1938.0,37273.0,55.0,2019-06-30,2200.0,0.1,-0.0,106.5,536.2,27
2345000.0,2.0,1937.0,38443.0,61.0,2019-06-30,2930.0,0.1,-0.0,106.5,536.2,23
2750000.0,4.0,1953.0,26442.0,104.0,2019-06-30,2000.0,0.1,-0.0,106.5,536.2,9
4495000.0,3.0,1905.0,52882.0,85.0,2019-06-30,2900.0,0.1,-0.0,106.5,536.2,15
2275000.0,3.0,1895.0,32042.0,71.0,2019-06-30,1674.0,0.1,-0.0,106.5,536.2,31
2300000.0,3.0,1935.0,35385.0,65.0,2019-06-30,2700.0,0.1,-0.0,106.5,536.2,5
7000000.0,5.0,1730.0,36649.0,191.0,2019-06-30,1203.0,0.1,-0.0,106.5,536.2,26
1390000.0,2.0,1940.0,24821.0,56.0,2019-06-30,2800.0,0.1,-0.0,106.5,536.2,25
1600000.0,3.0,1914.0,24242.0,66.0,2019-06-30,2000.0,0.1,-0.0,106.5,536.2,9
1200000.0,1.0,1957.0,25000.0,48.0,2019-06-30,2800.0,0.1,-0.0,106.5,536.2,25
4050000.0,3.0,1932.0,48795.0,83.0,2019-06-30,2000.0,0.1,-0.0,106.5,536.2,9
1610000.0,2.0,1941.0,26393.0,61.0,2019-06-30,2720.0,0.1,-0.0,106.5,536.2,48
2350000.0,2.0,1978.0,34058.0,69.0,2019-06-30,2900.0,0.1,-0.0,106.5,536.2,15
1850000.0,4.0,1964.0,21023.0,88.0,2019-06-30,2400.0,0.1,-0.0,106.5,536.2,28
3700000.0,3.0,1944.0,47436.0,78.0,2019-06-30,2000.0,0.1,-0.0,106.5,536.2,9
1560000.0,2.0,1974.0,24762.0,63.0,2019-06-30,2635.0,0.1,-0.0,106.5,536.2,20
2090000.0,4.0,1972.0,21111.0,99.0,2019-06-30,2630.0,0.1,-0.0,106.5,536.2,44
2450000.0,2.0,1935.0,47115.0,52.0,2019-06-30,2200.0,0.1,-0.0,106.5,536.2,27
3000000.0,3.0,1926.0,42857.0,70.0,2019-06-30,2100.0,0.1,-0.0,106.5,536.2,32
4100000.0,3.0,2008.0,39048.0,105.0,2019-06-30,2000.0,0.1,-0.0,106.5,536.2,9
3045000.0,3.0,2022.0,40066.0,76.0,2019-06-30,2300.0,0.1,-0.0,106.5,536.2,29
3010000.0,3.0,2010.0,31031.0,97.0,2019-06-30,2300.0,0.1,-0.0,106.5,536.2,29
3100000.0,5.0,2014.0,31313.0,99.0,2019-06-30,2610.0,0.1,-0.0,106.5,536.2,38
892188.0,3.0,1971.0,8922.0,100.0,2019-06-30,2300.0,0.1,-0.0,106.5,536.2,29
3500000.0,3.0,1927.0,42169.0,83.0,2019-06-30,2300.0,0.1,-0.0,106.5,536.2,29
2750000.0,4.0,1904.0,34375.0,80.0,2019-06-29,2300.0,0.1,-0.0,106.5,536.2,29
4895000.0,3.0,1939.0,53207.0,92.0,2019-06-29,1267.0,0.1,-0.0,106.5,536.2,26
2695000.0,2.0,1987.0,38500.0,70.0,2019-06-29,2970.0,0.1,-0.0,106.5,536.2,19
2195000.0,3.0,1948.0,30915.0,71.0,2019-06-29,2860.0,0.1,-0.0,106.5,536.2,43
2698000.0,2.0,1902.0,43516.0,62.0,2019-06-29,2500.0,0.1,-0.0,106.5,536.2,45
7250000.0,3.0,1959.0,59426.0,122.0,2019-06-29,1879.0,0.1,-0.0,106.5,536.2,10
2860000.0,3.0,1933.0,43333.0,66.0,2019-06-29,2200.0,0.1,-0.0,106.5,536.2,27
2270000.0,2.0,1962.0,36032.0,63.0,2019-06-29,2300.0,0.1,-0.0,106.5,536.2,29
4325000.0,3.0,2006.0,49148.0,88.0,2019-06-29,2450.0,0.1,-0.0,106.5,536.2,30
3610000.0,4.0,2007.0,31391.0,115.0,2019-06-28,2300.0,0.1,-0.0,106.5,536.2,29
1350000.0,2.0,1940.0,27551.0,49.0,2019-06-28,2500.0,0.1,-0.0,106.5,536.2,45
4650000.0,3.0,2008.0,41518.0,112.0,2019-06-28,2450.0,0.1,-0.0,106.5,536.2,30
1290000.0,2.0,1934.0,23036.0,56.0,2019-06-27,2300.0,0.1,-0.0,106.5,536.2,29
3650000.0,3.0,1886.0,46203.0,79.0,2019-06-27,2200.0,0.1,-0.0,106.5,536.2,27
1050000.0,1.0,1968.0,22826.0,46.0,2019-06-27,2630.0,0.1,-0.0,106.5,536.2,44
2640000.0,2.0,1890.0,48889.0,54.0,2019-06-27,2000.0,0.1,-0.0,106.5,536.2,9
1575000.0,3.0,1946.0,25000.0,63.0,2019-06-27,2600.0,0.1,-0.0,106.5,536.2,12
4950000.0,4.0,1905.0,55000.0,90.0,2019-06-27,2000.0,0.1,-0.0,106.5,536.2,9
2650000.0,3.0,1961.0,36806.0,72.0,2019-06-27,2840.0,0.1,-0.0,106.5,536.2,17
2300000.0,2.0,1917.0,37705.0,61.0,2019-06-27,2000.0,0.1,-0.0,106.5,536.2,9
2100000.0,4.0,1875.0,21429.0,98.0,2019-06-27,1366.0,0.1,-0.0,106.5,536.2,26
12500000.0,8.0,1890.0,46296.0,270.0,2019-06-27,1820.0,0.1,-0.0,106.5,536.2,10
1735000.0,2.0,2001.0,28443.0,61.0,2019-06-27,2000.0,0.1,-0.0,106.5,536.2,9
5125000.0,4.0,1875.0,46171.0,111.0,2019-06-27,2200.0,0.1,-0.0,106.5,536.2,27
1700000.0,2.0,1933.0,32692.0,52.0,2019-06-27,2400.0,0.1,-0.0,106.5,536.2,28
1610000.0,2.0,1972.0,30962.0,52.0,2019-06-27,2670.0,0.1,-0.0,106.5,536.2,13
1420000.0,2.0,1964.0,20882.0,68.0,2019-06-27,2625.0,0.1,-0.0,106.5,536.2,46
1650000.0,2.0,1908.0,36667.0,45.0,2019-06-27,2720.0,0.1,-0.0,106.5,536.2,48
8495000.0,6.0,1971.0,48822.0,174.0,2019-06-27,2000.0,0.1,-0.0,106.5,536.2,9
3100000.0,2.0,1944.0,48438.0,64.0,2019-06-27,2000.0,0.1,-0.0,106.5,536.2,9
2460000.0,3.0,1951.0,27033.0,91.0,2019-06-27,2650.0,0.1,-0.0,106.5,536.2,18
3300000.0,4.0,1911.0,38372.0,86.0,2019-06-27,2000.0,0.1,-0.0,106.5,536.2,9
1850000.0,2.0,1935.0,35577.0,52.0,2019-06-27,2200.0,0.1,-0.0,106.5,536.2,27
1797000.0,2.0,1944.0,31526.0,57.0,2019-06-27,2450.0,0.1,-0.0,106.5,536.2,30
5395000.0,4.0,2018.0,42817.0,126.0,2019-06-27,2450.0,0.1,-0.0,106.5,536.2,30
4255000.0,4.0,2016.0,40524.0,105.0,2019-06-27,2300.0,0.1,-0.0,106.5,536.2,29
2000000.0,2.0,2017.0,25000.0,80.0,2019-06-27,2100.0,0.1,-0.0,106.5,536.2,32
4100000.0,2.0,1778.0,48810.0,84.0,2019-06-27,1255.0,0.1,-0.0,106.5,536.2,26
4645000.0,3.0,2022.0,45990.0,101.0,2019-06-27,2300.0,0.1,-0.0,106.5,536.2,29
9500000.0,6.0,1730.0,53977.0,176.0,2019-06-27,1124.0,0.1,-0.0,106.5,536.2,26
3670000.0,3.0,1890.0,43176.0,85.0,2019-06-26,2400.0,0.1,-0.0,106.5,536.2,28
2900000.0,4.0,1935.0,27358.0,106.0,2019-06-26,2800.0,0.1,-0.0,106.5,536.2,25
4250000.0,4.0,1966.0,40865.0,104.0,2019-06-26,2100.0,0.1,-0.0,106.5,536.2,32
1995000.0,2.0,1935.0,31172.0,64.0,2019-06-26,2500.0,0.1,-0.0,106.5,536.2,45
1850000.0,2.0,1935.0,37755.0,49.0,2019-06-26,2400.0,0.1,-0.0,106.5,536.2,28
3730000.0,3.0,1938.0,49733.0,75.0,2019-06-26,2100.0,0.1,-0.0,106.5,536.2,32
4300000.0,4.0,1886.0,34959.0,123.0,2019-06-26,2200.0,0.1,-0.0,106.5,536.2,27
2975000.0,2.0,1914.0,42500.0,70.0,2019-06-26,2300.0,0.1,-0.0,106.5,536.2,29
2470000.0,3.0,1933.0,34789.0,71.0,2019-06-26,2720.0,0.1,-0.0,106.5,536.2,48
3600000.0,3.0,1888.0,43902.0,82.0,2019-06-26,2000.0,0.1,-0.0,106.5,536.2,9
1650000.0,2.0,1937.0,30000.0,55.0,2019-06-26,2450.0,0.1,-0.0,106.5,536.2,30
2925000.0,3.0,1939.0,43015.0,68.0,2019-06-26,2000.0,0.1,-0.0,106.5,536.2,9
1535000.0,3.0,1964.0,19679.0,78.0,2019-06-26,2640.0,0.1,-0.0,106.5,536.2,14
3325000.0,3.0,1932.0,38663.0,86.0,2019-06-26,2500.0,0.1,-0.0,106.5,536.2,45
5961000.0,5.0,1866.0,35482.0,168.0,2019-06-26,1850.0,0.1,-0.0,106.5,536.2,10
2250000.0,2.0,1936.0,33582.0,67.0,2019-06-26,2000.0,0.1,-0.0,106.5,536.2,9
1200000.0,1.0,1968.0,35294.0,34.0,2019-06-26,2300.0,0.1,-0.0,106.5,536.2,29
3185000.0,2.0,1988.0,61250.0,52.0,2019-06-26,1903.0,0.1,-0.0,106.5,536.2,10
19000000.0,5.0,1950.4,62092.0,306.0,2019-06-26,2900.0,0.1,-0.0,106.5,536.2,15
6500000.0,3.0,1880.0,52419.0,124.0,2019-06-26,1057.0,0.1,-0.0,106.5,536.2,26
1275000.0,2.0,1973.0,22368.0,57.0,2019-06-26,2630.0,0.1,-0.0,106.5,536.2,44
1795000.0,2.0,1934.0,32054.0,56.0,2019-06-26,2300.0,0.1,-0.0,106.5,536.2,29
5250000.0,4.0,2005.0,38043.0,138.0,2019-06-26,2100.0,0.1,-0.0,106.5,536.2,32
2825000.0,3.0,2022.0,37171.0,76.0,2019-06-26,2300.0,0.1,-0.0,106.5,536.2,29
4385000.0,3.0,2019.0,44293.0,99.0,2019-06-26,2300.0,0.1,-0.0,106.5,536.2,29
3895000.0,4.0,2022.0,34469.0,113.0,2019-06-26,2300.0,0.1,-0.0,106.5,536.2,29
5577000.0,4.0,2019.0,43233.0,129.0,2019-06-26,2300.0,0.1,-0.0,106.5,536.2,29
4269000.0,4.0,2022.0,37779.0,113.0,2019-06-26,2300.0,0.1,-0.0,106.5,536.2,29
3570000.0,3.0,1903.0,33364.0,107.0,2019-06-26,2200.0,0.1,-0.0,106.5,536.2,27
4285000.0,3.0,2019.0,43283.0,99.0,2019-06-26,2300.0,0.1,-0.0,106.5,536.2,29
3925000.0,1.0,1898.0,54514.0,72.0,2019-06-26,2100.0,0.1,-0.0,106.5,536.2,32
6200000.0,4.0,2022.0,54867.0,113.0,2019-06-26,2300.0,0.1,-0.0,106.5,536.2,29
2295000.0,3.0,1947.0,29051.0,79.0,2019-06-26,2500.0,0.1,-0.0,106.5,536.2,45
2295000.0,4.0,1947.0,21449.0,107.0,2019-06-26,2500.0,0.1,-0.0,106.5,536.2,45
1640000.0,2.0,1977.0,20500.0,80.0,2019-06-25,2840.0,0.1,-0.0,106.5,536.2,17
1270000.0,2.0,1966.0,27021.0,47.0,2019-06-25,2665.0,0.1,-0.0,106.5,536.2,47
1700000.0,2.0,1936.0,34000.0,50.0,2019-06-25,2720.0,0.1,-0.0,106.5,536.2,48
2400000.0,3.0,1985.0,32000.0,75.0,2019-06-25,2650.0,0.1,-0.0,106.5,536.2,18
1380000.0,2.0,1940.0,25556.0,54.0,2019-06-25,2500.0,0.1,-0.0,106.5,536.2,45
5000000.0,3.0,1961.0,41322.0,121.0,2019-06-25,2300.0,0.1,-0.0,106.5,536.2,29
4000000.0,3.0,2003.0,48780.0,82.0,2019-06-25,2500.0,0.1,-0.0,106.5,536.2,45
2395000.0,2.0,1962.0,44352.0,54.0,2019-06-25,1420.0,0.1,-0.0,106.5,536.2,26
2500000.0,2.0,1903.0,43860.0,57.0,2019-06-25,2200.0,0.1,-0.0,106.5,536.2,27
1545000.0,2.0,1988.0,32188.0,48.0,2019-06-25,2610.0,0.1,-0.0,106.5,536.2,38
3500000.0,2.0,2001.0,46667.0,75.0,2019-06-25,1402.0,0.1,-0.0,106.5,536.2,26
3917029.0,3.0,1883.0,47193.0,83.0,2019-06-25,1879.0,0.1,-0.0,106.5,536.2,10
5795000.0,4.0,1904.0,51741.0,112.0,2019-06-25,1824.0,0.1,-0.0,106.5,536.2,10
535500.0,2.0,1905.0,9076.0,59.0,2019-06-25,1726.0,0.1,-0.0,106.5,536.2,31
2200000.0,2.0,1918.0,37931.0,58.0,2019-06-25,2300.0,0.1,-0.0,106.5,536.2,29
1245000.0,1.0,1944.0,27065.0,46.0,2019-06-25,2830.0,0.1,-0.0,106.5,536.2,50
2200000.0,2.0,1970.0,31429.0,70.0,2019-06-25,1666.0,0.1,-0.0,106.5,536.2,31
3320000.0,3.0,1933.0,39524.0,84.0,2019-06-25,2000.0,0.1,-0.0,106.5,536.2,9
2420000.0,2.0,1936.0,38413.0,63.0,2019-06-25,2300.0,0.1,-0.0,106.5,536.2,29
2020000.0,1.0,1961.0,31077.0,65.0,2019-06-25,2000.0,0.1,-0.0,106.5,536.2,9
2295000.0,2.0,1978.0,32324.0,71.0,2019-06-25,2100.0,0.1,-0.0,106.5,536.2,32
1400000.0,1.0,1975.0,31818.0,44.0,2019-06-25,2200.0,0.1,-0.0,106.5,536.2,27
2925000.0,2.0,1941.0,49576.0,59.0,2019-06-25,2000.0,0.1,-0.0,106.5,536.2,9
1370000.0,2.0,1972.0,24035.0,57.0,2019-06-25,2630.0,0.1,-0.0,106.5,536.2,44
6800000.0,7.0,1982.0,43871.0,155.0,2019-06-25,2900.0,0.1,-0.0,106.5,536.2,15
2520000.0,2.0,1979.0,45000.0,56.0,2019-06-25,2791.0,0.1,-0.0,106.5,536.2,7
1675000.0,3.0,1963.0,25000.0,67.0,2019-06-25,2630.0,0.1,-0.0,106.5,536.2,44
1595000.0,2.0,1969.0,25317.0,63.0,2019-06-25,2800.0,0.1,-0.0,106.5,536.2,25
1945000.0,2.0,1932.0,34732.0,56.0,2019-06-25,2500.0,0.1,-0.0,106.5,536.2,45
1430000.0,1.0,1976.0,37632.0,38.0,2019-06-25,2300.0,0.1,-0.0,106.5,536.2,29
2170000.0,2.0,1938.0,38070.0,57.0,2019-06-25,2400.0,0.1,-0.0,106.5,536.2,28
2875000.0,3.0,1979.0,29948.0,96.0,2019-06-25,2500.0,0.1,-0.0,106.5,536.2,45
1030000.0,1.0,1973.0,24524.0,42.0,2019-06-25,2630.0,0.1,-0.0,106.5,536.2,44
3890000.0,4.0,2017.0,35045.0,111.0,2019-06-25,2300.0,0.1,-0.0,106.5,536.2,29
4175000.0,3.0,2022.0,30254.0,138.0,2019-06-25,2300.0,0.1,-0.0,106.5,536.2,29
4600000.0,4.0,2009.0,38333.0,120.0,2019-06-25,2450.0,0.1,-0.0,106.5,536.2,30
3200000.0,3.0,2007.0,35165.0,91.0,2019-06-25,2400.0,0.1,-0.0,106.5,536.2,28
1913500.0,5.0,2008.0,16639.0,115.0,2019-06-25,2620.0,0.1,-0.0,106.5,536.2,0
2100000.0,2.0,1936.0,29577.0,71.0,2019-06-24,2920.0,0.1,-0.0,106.5,536.2,6
8610000.0,7.0,1884.0,38610.0,223.0,2019-06-24,2100.0,0.1,-0.0,106.5,536.2,32
